腾黄路公交站场,洋人街江与江南[1号门],1
盘龙转盘,洋人街江与江南[1号门],1
国际社区,盘龙转盘,8
腾龙大道[1站],国际社区,8
腾龙大道[1站],弹子石[轨道站],4
五里店[朝天门大桥西],弹子石[轨道站],5
五里店[朝天门大桥西],五里店,4
融景城,五里店,1
五里店[朝天门大桥西],五里店东方灯饰,1
腾黄路公交站场,盘龙转盘,2
鱼洞[轨道站],马桑湾,2
马桑湾,明晨大道,1
樱花山公园,明晨大道,1
樱花山公园,天辰大道,1
天明村,天辰大道,1
天明村,小沟子,1
大溪口,小沟子,1
天明收费站,大溪口,1
长生镇政府,长生[桃源酒楼],4
长生场镇,长生[桃源酒楼],3
长生石桥铺,长生场镇,3
长生石桥铺,长生中学,3
长生桥[江南交通换乘枢纽],长生中学,2
莲池路,茶园[轨道站](2站),1
玉马路2站,茶园[轨道站](2站),1
玉马路2站,东本公司,2
蔷薇路2站[美的空调],东本公司,1
蔷薇路1站,蔷薇路2站[美的空调],1
蔷薇路1站,长江轴承,1
宏劲印务(1站),长江轴承,1
宏劲印务(1站),长电路3站[茶园德庄],1
玉马路2站,茶园[轨道站],2
玉马路1站,茶园[轨道站],5
玉马路1站,江南小区,3
江南小区,莲池路口,1
莲池路,莲池路口,1
长生桥[通江大道4号站],长生中学,1
学知路口,重庆经开区管委会,2
学知路口,茶园黄桷树,2
峡江路口,茶园黄桷树,3
峡江路口,通江大道6号站,2
通江大道6号站,温家溪,1
温家溪,峡口镇,3
峡口镇,峡口镇84中,1
龙职中,长生场镇,1
龙职中,通江大道2号站,2
兴塘路,茶园新区消防队,4
彭家堡,城南家园水云路,1
凉风村桥头,彭家堡,1
凉风村桥头,黄明路砖厂,1
佳美香料厂,黄明路砖厂,1
佳美香料厂,汇缘度假村,1
汇缘度假村,南山龙园,1
南山龙园,凉风垭,1
凉风垭,黄桷垭,1
重庆邮电大学,黄桷垭,5
中药研究所,重庆邮电大学,6
中药研究所,吉祥路口[庙子杠],1
吉祥路口[庙子杠],文峰公社,5
龙职中,茶园新城中学(翡翠谷),2
南坪上海城,南坪[大帝学校],4
南城大道,南坪上海城,2
南城大道,南坪南路,1
茶园内环站,玉马路,4
玉马路1站,玉马路,1
茶园[轨道站],茶园[轨道站](2站),2
通江大道2号站,通江大道3号站,1
长生桥[江南交通换乘枢纽],通江大道3号站,1
南坪南路,南坪[大帝学校],1
木洞路口[石冷公路],双谷社区(迎龙朝天门市场),1
木洞路口[石冷公路],下湾面粉厂,1
